reg_no,reg_date,attendanceRate,studyHours
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,24/09/2020,90,11.6
ca80aeb0e856a5af8237aa82dcdcab33dc7f632cf13f19ec49cd5e153470eafb,27/09/2020,92,15.9
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,25/02/2020,75,12.5
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,10/02/2020,74.27,8.3
456e7b7774f1c60d619e3b23257166837e3117151d99315d281fc227b0c7c16d,22/09/2021,98,16.3
3dc464d705704890ae5f4753ed43e5f3e3d31f1be08617e8be2971a61b1aa016,18/09/2021,88,18.3
fba13b31ec70358bdad0521fa8006218caaf42b2fa2b6f9468332768d326eb1b,27/09/2021,93,20.5
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,08/09/2020,76,18.5
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,12/09/2021,90,11.6
65476100ad8b02dc2ea1d6c43d5c63d4aa7e207d31c3d6bb68abb48bc8aa3823,09/09/2020,80,20.8
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,24/09/2020,81,16.7
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,02/02/2020,72,15.2
48671ccf65ed51ee3b4274a81f18836d9fb464cc8ac44e0e57461598da299285,20/09/2021,77,17.1
acac045df9f5d749c91f05e55fc3be582de0a9b3729ec2b0cc45cc1582cb062f,08/02/2020,72,24.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,03/09/2020,77.52,12.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,20/02/2020,98,13.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/02/2020,90,16.7
8db7f7d4e6a68c89f416bdfb373c5a06b71ee5b8f6810c8120b83ad9a22c261c,08/02/2020,91,17.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,13/02/2020,92,18.2
b2f5ee83cb851d5363f846f48f13654f281b9f508baab182c3b6ba10c26bcbb9,08/09/2021,98,18.8
6cdefd8c300857f4d2e57da80777d0028a5919eab3f50085d48d71b90bd5bdf3,25/09/2020,84,17.3
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,05/02/2020,77.52,12.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,08/02/2021,74,18.9
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,19/02/2021,77.29,15.8
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,08/02/2021,73.14,17.4
2055c5aaa37b07d865021506cb6af307cd04f7d45adccee535184bc2a8d17a3a,05/02/2021,78.34,15.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,14/09/2020,94,10.7
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,09/02/2021,80,6.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,18/02/2020,94,16.1
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,21/09/2020,82,18.3
ae30c63a40391b0261b8e6db0b7bc63391e67bfdc7b1f6f7682b95c3090c00cb,18/09/2021,94,19.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,02/09/2021,93,19.1
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,21/02/2021,98,15.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,26/09/2021,72.14,14
7bbec94d4e98419a09dd8f085827ffcbb4a3df2447aecb61540a4d24a7c6eea2,23/02/2021,89,16.6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,14/09/2021,71.92,11.8
4f3e00d5827304fd182528cbe18962168e24bcf36e2eb5da291e04d7dfb9a3f9,10/09/2020,77,24.4
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,06/09/2021,89,18.9
e99e6ba8067fdf91035291baefd2c3d4cec998a94f071721f157c15e47f6342e,08/09/2021,86,22.7
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,10/09/2020,73,14.2
59ac4c25905f1ebc0061546e3e1f050ee873f961246f59cd0bc0ffb7b6b16d6e,26/09/2020,83,22.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,02/09/2021,79,21.4
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,14/09/2021,79.74,9.3
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,13/09/2020,72,15.2
eceb10f669015ac93ee05c705623b27d52b0842c81a6fcc2319a5865ac753770,09/09/2020,71,20.5
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,11/09/2020,90,18.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,15/02/2020,77.75,13.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,03/02/2021,87,19.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,02/09/2020,75.58,11.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,13/02/2021,79,20
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,28/02/2020,81,16.7
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,07/02/2020,72,9.1
6b97d4733a8a1c20645b6dd01ee57a11fb60f6274e5ea69f05eb10d1e8810ce5,16/09/2020,87,21.4
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,28/09/2020,91,15.4
734998a5a5bedb86b0c0332fb458049906e03a2a2c5cec77d0cc5b39c48f8ffc,10/02/2021,75,16.7
a8b87d77d70f00623d61f7311a25e122dcb15eceb4fc10d18819339fb7115d63,07/02/2020,77,21.8
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,24/09/2020,92,6
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,24/02/2020,80,11
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,08/09/2021,79,21.3
b1f8e5c0488398e2cecfcbefb2610f6237f49ce395444960c0f4ba12a156605d,13/09/2020,77,19.3
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,18/09/2020,86,19.9
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,25/02/2021,92,6
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,13/02/2021,71.7,6
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,18/09/2021,95,8.7
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,10/02/2021,84,7.2
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,12/02/2021,74.55,10.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/09/2021,80,8.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,26/02/2020,74,12.7
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,25/09/2021,95,19.5
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,07/02/2021,77.98,16
26222ffea8b2ae62d0f33aa7318934de5538f3b77b6a095191c63679629a74b1,11/02/2021,91,17.5
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,02/09/2021,79.74,9.3
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,24/09/2020,75,15.3
35f95a10bf632c842626d50ddd4a2ebfa2c096f4bec9c8e8c41e0ea24875780f,01/09/2020,81,20.9
2169f92adb574ee46bba6668f4debf9490c0e2e57a393359cb4229284b858db9,18/02/2021,92,24.7
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,10/09/2021,77,19.9
dfd5ec9000ab94b673f75b759f7ba6653c916ea3dd0e5e3b6810f72800059fc9,07/09/2020,77,18.4
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,08/02/2021,79,20
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,19/09/2021,74.52,8.8
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,16/09/2020,71.3,19.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,09/02/2021,78,17.4
fbdfec7dfb336c76be906a508d2a69572c113a65afbc92aab53e241460b71dd7,24/09/2021,78,16.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,15/09/2021,83,17
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,24/09/2020,80,17.5
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,06/02/2021,98,8
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,24/09/2020,95,8.7
75a2f8f120ba474814019b394e6eecde3a30595b16c68d11b085ed0112cd9ced,06/09/2021,74,22.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,17/02/2020,92,6
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,27/02/2020,74,17.1
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,27/02/2020,73,8.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,25/02/2020,98,12.9
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,14/02/2020,75.28,10.6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,27/09/2020,77,12.2
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,03/09/2020,80,11
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,01/09/2020,84,15.4
1f6d32014cf09ad6717e47e43c869050df892e3228815b9df78385925e22ccbc,17/09/2020,93,16.9
e98fcc4c2c4254a79a7bbb6c9ae3aad229e05898f75f76d6a7f7e870d0cbb282,12/09/2021,93,23
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,20/02/2020,77.95,13.3
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,22/09/2021,76,18.5
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,01/09/2021,82,14
ca42161b391a77048bce3518620faf8f41ad5bf86feaedec3ed7786660fd7f59,18/02/2020,85,24.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,01/09/2021,79,10.7
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,17/02/2020,77.9,9.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,18/02/2021,98,14
03236518a685d17efa4f9c8c8c5af8700f8276a429da204a7d0250b81a80b5a1,01/02/2021,73,20.3
e7b7f5df19c8221fb9e956d0cfcee46cf56573bd48153e0be468666aaab9d663,26/09/2021,75,20.6
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,04/09/2020,79,18.8
b670c59d1fc184eefbc7ebaa8f8f7a1a95cc3b4d725dd07acec8f20fee933d3e,17/02/2020,70,20.1
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,08/09/2020,79,20
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,20/09/2020,85,18.8
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,27/02/2021,71,17.1
6e9f406392a20754e66e8a4e63c9ce073bc0eb0352f5e6aa1c4c4e422e520ee2,09/02/2021,76,18.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,03/09/2021,88,15.6
5be2fd93655712f12fd5dfce0abe0aac5ec51beb81093200022601cbd17f774a,13/02/2021,83,21.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,19/09/2021,87,7.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/09/2020,90,24.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,10/09/2020,97,22.8
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,21/02/2020,79,6.1
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,03/02/2020,88,17
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,13/09/2021,73.53,7.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,18/09/2021,91,15.4
5f17e2022ef4460c247ec917f09b022aabb7dd4ea89ffc219de0670f7d7f07dc,02/09/2021,97,21.5
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,23/02/2020,74,19.4
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,03/09/2020,92,18.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,28/09/2021,74.52,8.8
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,21/09/2021,79,18.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,19/02/2021,88,21.8
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,17/02/2020,74,14.5
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,08/02/2020,84,9.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,28/09/2020,78.81,20
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,09/09/2021,70,8.9
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,03/02/2020,98,15.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,18/02/2021,76,10.3
425c0a52e6faf138cc9957fcfa6df231095a9d22e4e3808d69a25a00012991e8,06/02/2020,93,23
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,01/02/2021,74,12.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,19/09/2020,70,11.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,25/09/2020,72,19.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,03/09/2021,89,15.5
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,06/02/2021,86,15.4
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,19/09/2020,71.3,19.3
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,22/09/2021,84,9.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,13/02/2021,84,20.8
b90a08130a07fc060fbcb76e1ad7aaebccd06f17f143d3b1c8773a5379b45791,26/09/2020,80,15.5
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,17/02/2020,80,8.8
c6a78bb111dfa8229739fe7f1d76407df23e9c782ff898cc702473488ebc87a9,02/02/2021,70,23.1
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,14/02/2020,79,20
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,27/09/2020,74.88,9.4
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,11/02/2020,78.05,16.8
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,25/09/2021,98,10
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,01/02/2021,84,9.9
3583ec6f04f9da2c02aa42e8da075a3b9ce655a473fdf3e641542c78883f82ee,26/02/2021,90,16.2
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,16/09/2021,72,15.2
7e0de48e6806968fc2e27adeefe05951e03c9e9f1e67836b4ca2cfdb890c76fd,12/09/2020,78.34,15.3
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,14/09/2021,74.32,13.9
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,22/09/2020,79,20
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,03/09/2021,76,13
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,26/02/2021,77.52,12.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/09/2020,97,15.1
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,03/02/2020,79.31,18.9
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,05/02/2021,76,10.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/09/2021,83,16.8
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,24/09/2020,77,19.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,11/09/2021,98,15.3
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,04/02/2021,77.52,12.6
ddeff2f20b162068096db95b07152b666596227d47b5b568f7933f4c384deb4b,01/02/2020,82,19.9
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,15/02/2021,94,17.9
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,25/02/2021,73.53,7.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,04/02/2021,76,10.3
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,03/09/2020,71.7,6
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,14/09/2020,95,19.5
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,18/09/2021,94,10.7
8513b38edf70bab9df55674c2f65e1bb2d0cdf6848c1e9ff07e4bba08a8846da,04/09/2021,89,22
9d4401a091392befb695945ebbb70ae8f0fbabb165e49e0e1a2e87daa1962592,03/02/2020,84,21.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,18/02/2021,75.29,19.3
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,20/02/2020,71,11.3
1e09b3ee699c163b7b1835236a806383ff5d30131a62393d0500973cbcb34b9f,28/02/2021,82,22.9
d7ee5cccc92771f3a3e303486f99d7b31f95182932288e28666a570befdba59e,01/09/2021,88,18.5
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,14/02/2021,74,14.5
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,25/09/2021,82,17.9
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,24/02/2020,73,15.1
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,19/09/2020,73,8.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,22/09/2020,98,15.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,06/09/2021,75.58,11.8
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,09/09/2020,87,13.7
81e0404b3af44576b799385a406d00d9888ee7557327fd501d4a57037b7d1da7,09/02/2021,79,16.5
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,05/09/2021,84,7.2
1fbaa568ebfc6a0e308e23c7fb2d3a2f839a7fd078984eb005a90a27f46f2885,06/02/2020,94,24.5
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,09/09/2021,83,19.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,10/09/2021,76,13
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,26/09/2021,81,16.6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,12/02/2020,75,12.5
85cbdc27003e710b3aba954e3b0456c958cfb8845e7478f65b239396e5702ccc,08/02/2021,98,17.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,20/09/2021,82,14
5506f6ffe79188b306aa5fe191c0e03bbc117688f6b5ccb5b6ce7d7f8206ac92,15/09/2020,73.53,7.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,05/02/2020,98,15.3
a9f5ec680677f123f9e96c83ecdab8e2c6db1c1ec1d51e09108ad34572f93e53,01/02/2021,90,19.9
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,11/09/2021,76,18.4
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,26/09/2021,77.98,16
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,15/02/2021,86,16.8
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,14/02/2021,90,11.6
3c009e1367996421016a0f598aaef833728ffb9ee0ab11e21c5cad1850757261,10/09/2020,82,22.1
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,20/02/2021,76,13
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,16/09/2020,70,22.3
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,06/02/2021,84,15.1
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,11/09/2021,82,9.1
5506f6ffe79188b306aa5fe191c0e03bbc117688f6b5ccb5b6ce7d7f8206ac92,24/02/2021,80,10.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,19/09/2021,80,17.1
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,11/09/2020,75,12.5
39e35ca50811b1e44a39ef55557b56b93e33d6f3dc5914b7837d596afe5bb78a,09/09/2021,71.3,19.3
d1888448cf1880ed467fbab284fdf3100260e11fd5eb4f805bb09d64534ccf88,12/09/2021,78,18.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,19/02/2020,91,19.4
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,19/09/2020,98,8.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,22/09/2020,70.5,9.4
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,24/02/2020,98,14
7d08f97215614d09341835f72bf81305d1fb483c743edc656aba9342373dc486,23/09/2021,80,20.4
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,15/09/2020,79,10.7
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,27/02/2021,75,15.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,27/02/2020,75.69,10.9
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,22/09/2021,94,17.9
6230df151d6856817a33aa0c68766ccf1054bb7f40e445c78fb5849144679047,05/09/2021,79,24.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,08/02/2021,98,14
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,22/02/2021,87,19.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/09/2020,72,15.2
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,26/09/2021,77.75,13.2
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,03/09/2021,78.2,15.5
6b941dddab030efee07902f8ce174176ee61e221a1486be80dc42a8548fe151e,20/09/2021,84,21.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,19/09/2021,84,17
5506f6ffe79188b306aa5fe191c0e03bbc117688f6b5ccb5b6ce7d7f8206ac92,18/09/2021,91,15.4
acdc8ddfb2999951f410850019abe239bf34a46212f2791a119b354741bc1d65,18/09/2021,82,18.6
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,26/02/2020,70,8.9
3779857e5e3b3eb138c9ebae1caa42dc220087f96578f6d365f6c4b8642d9ba7,23/02/2021,73,24.8
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,04/02/2020,74,12.7
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,22/09/2020,94,17.9
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,06/02/2021,79,18.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,19/02/2020,71,7.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,25/09/2021,75,19.4
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,26/02/2021,74.55,10.9
0d8f84d9c87f2528026e55a337f2f6c6cf51d1455998a58be97c1af51b6d8c5a,04/09/2021,81,21.6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,04/02/2020,75.28,10.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,08/02/2021,74,20.4
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,15/09/2020,74.95,17.8
d37aa6ea913522704d6168fb9dfc328ca30a4ddc47e288d5b0d9aaf1b872e95b,13/02/2021,82,19
c68bc8cf505371c053a57c5459809c7609e9433ff02ae7932685131a4c979aab,25/09/2021,93,16.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,12/09/2020,90,15.8
076e8b7bdc7ea17350de6ba7c977dc8aa206a611ff5de858d75d286aa4995b38,16/02/2020,71.3,19.3
d52df0a8bde13e6b096a7b4e9cc97d757019da1b4adebcd067f54c363fdc2c02,10/02/2020,97,22.7
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,03/09/2021,79.17,14.3
62e6b77ce16cd2ab471a071de93928c238ff65f2e1d447b2b6a2b69b16e6fe50,27/02/2020,81,22.4
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,12/09/2020,83,17.8
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,11/02/2021,76,10.3
